"das_id","contents_name","sub_title","broadcast_date","details","category","type","still_flag","dougaflag","act_id","url","first_release_date","versionno","domestic"
"D0009010233_00000","土曜ドラマ　松本清張シリーズ　天城越え",,1978,"大正末期、天城峠で起きた殺人事件。ベテラン刑事と若い刑事の２人が捜査をするが事件は迷宮入り。事件当時若かった刑事の回想シーンでドラマは始まる。家出をした少年が天城峠で出会ったのは優しいしょう婦。やがて","ドラマ","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010233_00000",1978-10-07T20:00:00,3,0
"D0009010234_00000","特集ドラマ　極楽家族",,1978,"浪速の人情あふれる大阪・通天閣界わい、事故で次男を亡くし悲しみに暮れる老夫婦と息子にうり二つの若者が偶然出会う。若者はやがて老夫婦を「お父ちゃん、お母ちゃん」と呼び、一緒に暮らすようになる。仲の悪い本","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010234_00000",1978-10-22T20:50:00,1,0
"D0009010239_00000","連続テレビ小説　マー姉ちゃん","第１回",1979,"福岡で生まれ育った磯野家三姉妹、マリ子、マチ子、ヨウ子。父を亡くした三姉妹は母を連れ昭和9年に上京。マチ子は、田河水泡に弟子入りし漫画家となり、マリ子は出版社を立ち上げる。戦争の時代をたくましく生き抜","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010239_00000",1979-04-02T08:15:00,1,0
"D0009010240_00000","連続テレビ小説　鮎のうた","第１回",1979,"幼い時に母を亡くし、17歳で故郷の滋賀・長浜から大阪へ出た浜中あゆ。船場の糸問屋に奉公し、周囲の人々に助けられながら、さまざまな困難や苦労を持ち前の明るさで乗り越え、やがて大問屋を支えるご寮さん（女主","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010240_00000",1979-10-01T08:15:00,1,0
"D0009010241_00000","少年ドラマシリーズ　七瀬ふたたび","第１話　出会い",1979,"原作は筒井康隆のＳＦサスペンスドラマ。少年ドラマシリーズの第９０作目として全１３話放送。超能力者であるがゆえに迫害される若者たちの孤独と受難を描く。他人の心が読めるテレパス能力を持つヒロイン・火田七瀬","少年ドラマ,若者","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010241_00000",1979-08-06T18:00:00,1,0
"D0009010242_00000","特集ドラマ　修羅の旅して",,1979,"日本の旧弊な社会の中で、新たな価値観を持って生きようとする女性を描く。アメリカ兵による暴行事件をきっかけに夫と別れ、世間から冷たい視線を浴びる主人公・日輪子は、強い意志で人生を選び取っていく。第20回","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010242_00000",1979-10-28T20:50:00,1,0
"D0009010243_00000","土曜ドラマ　向田邦子シリーズ　阿修羅のごとく","第１話　女正月",1978,"女同士ゆえ、歯に衣（きぬ）着せぬやりとりをする４人姉妹が主人公。脚本家・向田邦子が、女心の奥底に潜む阿修羅のようなエゴや執念をえぐり出した、辛口ドラマである。パート１は父の浮気、パート２は姉妹の男性関","ドラマ","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010243_00000",1979-01-13T20:00:00,3,0
"D0009010248_00000","連続テレビ小説　なっちゃんの写真館","第１回",1980,"徳島の由緒ある写真館の一人娘・西城夏子。学生時代はテニスに夢中だった夏子は、やがて写真に目覚め、父の猛反対を押し切って上京。カメラマンを志して写真学校に入学。後に夫となる亮平と出会い、家業の写真館を受","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010248_00000",1980-04-07T08:15:00,1,0
"D0009010249_00000","連続テレビ小説　虹を織る","第１回",1980,"山口・萩に生まれた島崎佳代は、女学校最後の夏休み旅行で見た宝塚少女歌劇団の舞台に魅せられ、入団を決意。厳しいレッスンを乗り越え、晴れて劇団員となる。やがて戦局が悪化し劇場は閉鎖され、やむなく退団。常に","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010249_00000",1980-10-06T08:15:00,1,0
"D0009010250_00000","大河ドラマ　獅子の時代","１　パリ万国博覧会","1979-1980","明治維新前年のパリ万博で出会った、幕府随行員で会津藩の下級武士・平沼銑次。幕府に対抗して独自に参加した薩摩藩の苅谷嘉顕。近代国家樹立という志を掲げる架空の2人の生き様を軸に、幕末から明治にかけての激動","大河ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010250_00000",1980-12-22T22:15:00,1,0
"D0009010251_00000","水曜ドラマ　御宿かわせみ","第１話　水郷から来た女","1980｜1982-1983","江戸の大川端にある小さな旅籠（はたご）「かわせみ」を営む女主人・るいと、その恋人で与力の弟・東吾が、仲間たちとともに江戸の町に起こる難事件を解決していく人情捕物帳。総合（水）午後8時からの50分枠。原","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010251_00000",1980-10-08T20:00:00,1,0
"D0009010252_00000","特集ドラマ　四季　ユートピアノ","四季　ユートピアノ　夢は風の中に聞えるあの音",1979,"ピアノ調律師・栄子の音の記憶をたどる映像詩。栄子は幼いころ雪の夜に兄と学校に忍び込んで弾いたピアノの音が忘れられない。それは兄との別れの音……。雪国から都会に出て、ピアノ調律師となった若い女性の心象を","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010252_00000",1980-01-12T20:00:00,1,0
"D0009010253_00000","ドラマ人間模様　あ・うん","第１回　こま犬",1979,"製薬会社勤務の水田仙吉と戦争成金の門倉修造は、姿も性格も正反対であるが無二の親友。門倉は水田の妻・たみをひそかに愛しており、水田もたみもそれとなく察している。互いに気付きながら、誰も口にしない微妙な関","ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010253_00000",1980-03-09T20:50:00,2,0
"D0009010254_00000","ドラマスペシャル　ザ・商社","第１回　愛する時と死する時",1980,"世界を舞台に石油代理店獲得を目指す日本の総合商社の苦闘と崩壊を描いた経済ドラマ。構想3年、制作期間6か月、4か国でのロケなど、当時のテレビドラマでは空前のスケールであった。第10回テレビ大賞優秀賞受賞","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010254_00000",1980-12-05T20:00:00,1,0
"D0009010261_00000","連続テレビ小説　まんさくの花","第１回",1981,"秋田・横手で生まれ育った中里祐子は、油絵を学びたいと東京の美術大学受験に挑戦するが失敗。そのままクリーニング店に住み込んで浪人生活を送ることに。おっちょこちょいで陽気な女店主の絹江に支えられながら、就","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010261_00000",1981-04-06T08:15:00,1,0
"D0009010262_00000","連続テレビ小説　本日も晴天なり","第１回",1981,"東京・人形町で育った桂木元子は、戦時中の人材不足の折、放送局が募集した初の女子放送員に合格。31名の女性アナウンサーの一人として入局を果たすが、1年で終戦となり失業。戦後はルポライター、そして作家への","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010262_00000",1981-10-05T08:15:00,1,0
"D0009010263_00000","ドラマ人間模様　夢千代日記","「夢千代日記」　（１）",1980,"早坂暁作、深町幸男演出、吉永小百合主演の連続ドラマである。山陰のひなびた温泉町で、亡き母の後を継いで芸者の置き屋・はる家を営む夢千代。広島での胎内被爆という宿命を背負いながらも、ひたむきに生きている。","ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010263_00000",1981-02-15T20:50:00,2,0
"D0009010264_00000","特集ドラマ　マリコ","第１部　開戦前夜",1981,"日米開戦前夜、外交官寺崎英成とアメリカ婦人グエンドレンとの間に生まれた一人娘マリコの少女時代から現在までの数奇な運命と、親子2代にわたる日米の架け橋としての人生を日米外交秘史を背景にして感動的に描いた","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010264_00000",1981-08-15T20:00:00,5,1
"D0009010265_00000","ＮＨＫ特集　川の流れはバイオリンの音～イタリア・ポー川～","川の流れはバイオリンの音　～イタリア・ポー川～",1981,"佐々木昭一郎作、演出の音を探して旅するドラマ、「川」三部作の第１作。ピアノ調律師・栄子は壊れたバイオリンを直すため、名器ストラディバリウスの故郷、北イタリアのポー川沿いのクレモナを訪れる。そこで暮らす","特集,ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010265_00000",1981-05-01T19:30:00,1,0
"D0009010272_00000","連続テレビ小説　ハイカラさん","第１回",1982,"明治時代、海外留学を終えアメリカから帰国したハイカラ娘・野沢文。船中で出会った桐原次郎太と再会し意気投合。2人で当時珍しかった外国人のためのホテル作りにまい進する。明治女性のたくましい生き方と、共に同","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010272_00000",1982-04-05T08:15:00,1,0
"D0009010273_00000","連続テレビ小説　よーいドン","第１回",1982,"昭和初期の大阪。北浜の株仲買商の娘として生まれた浦野みおは、走る能力を見出されオリンピックへの夢を抱くが、実家の倒産で夢を断念。道頓堀の芝居茶屋でお茶子として働き始める。その後、舞鶴の駅弁店で働き、結","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010273_00000",1982-10-04T08:15:00,1,0
"D0009010274_00000","大河ドラマ　峠の群像","総集編（１）なつかしの日日","1981-1982","赤穂浪士の討ち入りを軸に、元禄時代と人々の姿を描いた。原作は元通産官僚の作家・堺屋太一。元禄を高度経済成長の「峠」を上り詰めた時代として捉え、赤穂藩断絶を企業倒産に見立て、経済の視点から「忠臣蔵」を見","大河ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010274_00000",1982-01-10T20:00:00,1,0
"D0009010275_00000","特集ドラマ　ながらえば","ながらえば",1982,"隆吉は息子の転勤に伴って名古屋から富山へと移り住むことになったが、隆吉の妻・もとは入院中のため名古屋に残ることに。富山に引っ越した翌日、隆吉は名古屋に行くと言いだし、ほとんど金も持たず家を飛び出す。笠","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010275_00000",1982-11-03T20:30:00,1,0
"D0009010276_00000","ドラマ人間模様　太陽の子　てだのふあ","第１回",1982,"神戸の沖縄料理店「太陽の子（てだのふぁ）おきなわ亭」が舞台。そこに集まる沖縄出身の人々の悲しみを、料理店を営む夫婦の娘で、店の人気者のふうちゃんの目を通して伝える。心の病に苦しむ父、片腕を失ったロクさ","ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010276_00000",1982-10-17T20:50:00,1,0
"D0009010277_00000","土曜ドラマ　松本清張シリーズ　けものみち","第１回",1981,"一人の女の流転の人生を通して、政財界の裏にうごめく悪に光を当てながら、色と欲に目がくらんだ「けもの」のような人間たちを描く。料亭の仲居・成沢民子は小滝という男と知り合い、共謀して寝たきりの亭主を殺し、","ドラマ","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010277_00000",1982-01-09T20:00:00,3,0
"D0009010283_00000","連続テレビ小説　おしん","おしん　１",1983,"明治34年、山形の寒村に生まれた谷村しん。家は貧しく、7歳で奉公に出される。明治、大正、昭和、現代に至る80余年の激しい時代のうねりを背景に、しんが、奉公、髪結い修業、結婚、戦争、スーパー経営などのさ","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010283_00000",1983-04-04T08:15:00,3,0
"D0009010284_00000","大河ドラマ　徳川家康","竹千代誕生","1982-1983","幼年時代から青年時代にかけての人質生活をはじめ、幾多の辛苦をなめながら、織田信長、豊臣秀吉と同時代を生きた徳川家康。その家康が関ヶ原の戦い、大坂冬の陣・夏の陣を経て戦国乱世に終止符を打ち、天下泰平の偉","大河ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010284_00000",1983-01-09T20:00:00,2,0
"D0009010285_00000","特集ドラマ　野のきよら山のきよらに光さす",,1983,"妻は、病気で歩くことができなくなった長女に夫が異常な愛情を注ぐことを憎み夫を殺してしまう。刑務所を出た妻は、2人の娘と四国八十八ヶ所の巡礼に出る。母娘が背負った人間的な苦悩が、めぐり来る四季の美しさと","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010285_00000",1983-10-14T22:00:00,1,0
"D0009010286_00000","ドラマ人間模様　夕暮れて","第１回",1982,"瀬島喬子は平凡な主婦。証券マンの夫・慶治、浪人の息子・舅（しゅうと）と暮らしているが、最近、慶治と気持ちがかみ合わない。慶治は突然、会社の近くのアパートで一１人暮らしを始める。喬子には中学の同窓会で再","ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010286_00000",1983-01-16T20:50:00,1,0
"D0009010287_00000","銀河テレビ小説　つかこうへいのかけおち’８３","第１回",1983,"ヤスオという婚約者がいながら、義理でしたお見合いの相手を好きになってしまったセツ子は、両親公認の、展望のない“かけおち”を決行してしまう……。愛に対する確信すら希薄になりつつある現代の若者に贈る、つか","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010287_00000",1983-07-25T21:50:00,1,0
"D0009010288_00000","ドラマスペシャル　勇者は語らず","第１話　いま、日米自動車戦争は",1982,"テレビ放送開始30周年記念ドラマ。大自動車メーカーのアメリカ現地生産工場進出をめぐるさまざまな対立や、産業の一端を担うカーレーサーの華麗な愛と死など、世界経済戦争の矢面に立つ自動車産業に真正面から取り","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010288_00000",1983-02-07T19:30:00,1,0
"D0009010295_00000","連続テレビ小説　ロマンス","第１回",1984,"北海道出身の加治山平七は、東京で活動写真と出会い、仲間たちと共に切さたく磨しながら映画作りにまい進する。のちに映画監督になった平七だが、映画はトーキーへと移り変わっていく。大正から昭和の初めにかけて、","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010295_00000",1984-04-02T08:15:00,1,0
"D0009010296_00000","連続テレビ小説　心はいつもラムネ色","第１回",1984,"戦前戦後の大阪。人の笑顔が好きな赤津文平は、興行会社の社長から漫才の台本を書くことを勧められ、徐々に笑いの世界にのめり込む。漫才を愛した文平のユーモアと機知に富んだ、さわやかな半生を軸として、いつまで","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010296_00000",1984-10-01T08:15:00,1,0
"D0009010297_00000","ドラマスペシャル　女殺油地獄",,1984,"大阪の油屋の次男・与兵衛は放とう三昧の日々で、借金まみれとなった彼を両親は勘当。金に困った与兵衛は借金を申し込もうと、隣家の女房・お吉を訪ねるが、口論となり殺してしまう。殺人シーンではもみ合ううちに油","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010297_00000",1984-09-29T21:00:00,1,0
"D0009010298_00000","ドラマスペシャル　心中宵庚申",,1984,"近松もの唯一の夫婦心中劇。大阪の八百伊の養子・半兵衛と嫁のお千代は、人も羨む夫婦仲。しかし、姑のおつやはお千代が気に入らず実家へ帰してしまうが、半兵衛はこっそりお千代を連れ帰る。愛妻と義母の間で悩む半","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010298_00000",1984-10-06T21:00:00,1,0
"D0009010299_00000","ドラマスペシャル　安寿子の靴",,1984,"「山椒大夫」「安寿と厨子王」の物語を下敷きにした、唐十郎のオリジナル作品。ある春の日の午後、家出した幼い少女と学生服の少年が、京都・鴨川の川辺で出会う。少年に付きまとう少女。そんな時、少年は病気で死ん","ドラマ","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010299_00000",1984-10-13T21:00:00,6,0
"D0009010309_00000","連続テレビ小説　澪つくし","澪つくしスペシャル　１",1985,"昭和の初め、“商人＝陸者”と“漁師＝海者”が対立する千葉県・銚子。老舗のしょうゆ醸造店のお嬢様として育てられた古川かをると網主の長男・惣吉は恋に落ちるが、両家は陸者と海者の家柄だった。古いしきたりをの","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010309_00000",1985-04-01T08:15:00,2,0
"D0009010310_00000","連続テレビ小説　いちばん太鼓","第１回",1985,"昭和40年代、親子三代の演劇一座に育てられた沢井銀平は、自らの出生の秘密を知る。銀平が実の母を捜しながら、大衆演劇の新しい旗手となるまでを九州と大阪を舞台に描き、親子の絆、新しい家族像を探った。「いち","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010310_00000",1985-10-07T08:15:00,2,0
"D0009010311_00000","大河ドラマ　春の波涛","春の波涛　総集編","1984-1985","日本の女優第1号として活躍した川上貞奴と新演劇の旗手・川上音二郎、電力王と呼ばれた実業家・福沢桃介と妻で福沢諭吉の次女・房子。明治・大正の文化や世相を時代背景に、4人の若者たちが織り成す青春模様を描い","大河ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010311_00000",1985-01-06T19:20:00,1,0
"D0009010312_00000","ドラマスペシャル　冬構え","冬構え",1984,"年老いた老人は全財産を現金化して、晩秋の東北地方へと旅に出る。途中、死の床にある友人を見舞ったり、上品な老女にほのかな愛情を抱いたりするが、旅の目的は実は死に場所探し。貧しいが将来に夢を持つ若い板前の","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010312_00000",1985-03-30T21:00:00,1,0
"D0009010313_00000","銀河テレビ小説　たけしくんハイ！","第１回",1985,"「たけしくんハイ！」「続・たけしくんハイ！」（１９８６年）は、北野武が少年時代をつづったエッセイをドラマ化。昭和２０年代、貧しいペンキ職人の家に生まれた下町のやんちゃ坊主が、たくましく生きていく姿を、","ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010313_00000",1985-07-15T21:40:00,1,0
"D0009010314_00000","ドラマ人間模様　花へんろ　風の昭和日記","「花へんろ」（１）　－風の昭和日記－",1985,"大正から昭和初期、四国の遍路道に面した商家を舞台に、太平洋戦争下の庶民の暮らしを描いたドラマ。１９２３年（大正１２年）夏、家出をした静子（桃井かおり）は、商家富屋の次男・勝二（河原崎長一郎）と結婚する","ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010314_00000",1985-04-13T21:45:00,1,0
"D0009010315_00000","ドラマ人間模様　國語元年","第１回",1985,"明治初期、全国共通の「話しことば」の制定を命じられた文部省官吏・南郷清之輔が主人公。清之輔の家では自分の長州弁、妻の薩摩弁、女中・書生たちの名古屋弁、山形弁、遠州弁、津軽弁、江戸の山の手と下町弁と、８","ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010315_00000",1985-06-08T21:30:00,1,0
"D0009010316_00000","ドラマスペシャル　しあわせの国　青い鳥ぱたぱた？",,1985,"大都会・神戸を舞台に、孤独な、それだけに他の人とのきずなを求める人たちの、かりそめの共同生活“疑似家族”の営みを通して、現代における家族のありようを問い、自由、幸せとは何かを考える。（100分）。第2","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010316_00000",1985-06-01T21:00:00,1,0
"D0009010317_00000","ドラマスペシャル　破獄",,1985,"戦中から戦後にかけて、犯罪史上に残る4回もの脱獄を繰り返した無期懲役囚がいた。この実在の囚人をモデルにした吉村昭の同名小説を、佐藤幹夫の演出でドラマ化。囚人と看守との関係を通して、人間の尊厳とは何かを","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010317_00000",1985-04-06T21:00:00,1,0
"D0009010325_00000","連続テレビ小説　はね駒","総集編　第１回　世界を知りたい",1986,"福島・相馬に育った橘りんは、仙台の女学校で英語を学び広い世界に憧れ上京。夫との結婚・出産を経て、自ら新聞記者の道をひらく。新しい時代を生きようとするりんと、女の生き方と節度を教える母を対比させ、家族愛","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010325_00000",1986-04-07T08:15:00,1,0
"D0009010326_00000","連続テレビ小説　都の風","総集編　前編",1986,"京都の繊維問屋に生まれ何不自由なく育った竹田悠（はるか）は、店の後継ぎのことで父に反抗し家出。大阪の大衆食堂で働き、生きる知恵と情熱を身につける。戦後、結婚しファッションの世界で活躍する。持ち前の才気","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010326_00000",1986-10-06T08:15:00,2,0
"D0009010327_00000","大河ドラマ　いのち","第１部　帰郷","1985-1986","日本の戦後40年の歩みの中に「いのち」をいとおしみ、「心」を大切に生き抜く女医・岩田未希。妻、母、嫁としてのかっとうを抱えながら、医療に情熱を燃やす未希の人生を描く。農地改革と地主層の没落、高度成長期","大河ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010327_00000",1986-01-05T20:00:00,2,0
"D0009010328_00000","ドラマ人間模様　シャツの店","第１回",1985,"東京・佃のオーダーシャツ専門店の店主・周吉（鶴田浩二）は、仕事一筋の頑固な職人。愛情表現は不器用だが、仕事に没頭することで精いっぱい一家を支えてきた男の誠実さと誇りと悲哀を、山田太一ならではの会話と展","ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010328_00000",1986-01-11T21:00:00,1,0
"D0009010329_00000","ドラマスペシャル　父の詫び状","父の詫び状",1986,"作家・向田邦子が自分の少女時代の思い出をつづった随筆集をドラマ化。先にドラマ化された小説「あ・うん」の原点ともいえる作品で、戦前の懐かしい風俗と共に、庶民の家族の絆や哀感をしみじみと描いている。（90","連続ドラマ,特集","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010329_00000",1986-11-01T21:00:00,3,0
"D0009010330_00000","ドラマスペシャル　匂いガラス",,1986,"アンデルセン童話「雪の女王」をモチーフとした現代のメルヘン。主人公の少年少女が見つけた匂いガラス。こすると甘酸っぱい香りのする謎のガラス・・・。このガラスを巡って話は進む。戦争を知らない少年と少女が、","ドラマ","program",1,0,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010330_00000",1986-11-08T21:00:00,1,0
"D0009010331_00000","ドラマ人間模様　追う男","第１回",1986,"大阪と若狭（福井県）を舞台に、興信所の調査員が大金と共に姿を消した銀行員の行方を追う。自らも蒸発した過去を持つ調査員とその元妻、そして銀行員の妻との複雑で微妙な心模様を描くサスペンスドラマ。陰のあるク","ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010331_00000",1986-07-12T21:00:00,2,0
"D0009010337_00000","連続テレビ小説　チョッちゃん","総集編　前編",1987,"北海道・滝川の大自然の中で自由に育った北山蝶子。父の反対を押し切って音楽学校に進んだ蝶子は、天才バイオリニストと運命的に出会い結婚し、2人の子どもの母に。戦時色が濃くなる中、さまざまな困難を天真らんま","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010337_00000",1987-04-06T08:15:00,1,0
"D0009010338_00000","連続テレビ小説　はっさい先生","第１回",1987,"昭和初期、東京・浅草に生まれ育った江戸っ子・早乙女翠（みどり）は、大阪の男子中学の英語教師に。言葉や文化の違い、根強い男尊女卑の壁にぶちあたるが、どんな困難も元気はつらつと乗り越えていく。底抜けに明る","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010338_00000",1987-10-05T08:15:00,1,0
"D0009010339_00000","大河ドラマ　独眼竜政宗","１　誕生","1986-1987","秀吉も家康も一目置いた豪気の男、“独眼竜”とおそれられ、知恵と才覚で仙台62万石を一代でつくりあげた伊達政宗の生涯を、現代的なタッチでロマン豊かに描いた。大河ドラマ歴代最高の平均視聴率39.8％を記録","大河ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010339_00000",1987-01-04T19:20:00,1,0
"D0009010340_00000","水曜ドラマ　イキのいい奴","第１回　ゴリラが来た",1986,"戦後まもない東京・柳橋の鮨（すし）屋「辰巳鮨」を舞台に、生意気盛りの青年が一人前の鮨職人に成長していく姿を描いた。名鮨職人・兵藤晋作の頑固一徹な親方ぶりや、弟子の平山安男の奮闘ぶり、そして下町の温かい","連続ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010340_00000",1987-01-07T20:00:00,2,0
"D0009010341_00000","ドラマスペシャル　今朝の秋",,1987,"蓼科で隠居生活を送る男は、50代の息子ががんで余命3か月と知らされ、息子に会うために上京。そこで20年以上前に別れた妻と図らずも再会する。息子夫婦も離婚の危機にあった。今、親として何をすべきなのか。（","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010341_00000",1987-11-28T21:10:00,1,0
"D0009010342_00000","ドラマスペシャル　雨月の使者",,1987,"「雨月物語」の幻想世界から派遣されてきたようなナイーブな青年が、モンスターのような都会に立ち向かっていく。都会と地方の構図の中で、若い不器用な男女の純愛と悲劇を描く。地下鉄のトンネルにスカーフが不気味","連続ドラマ,特集","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010342_00000",1987-11-21T21:15:00,1,0
"D0009010349_00000","連続テレビ小説　ノンちゃんの夢","第１回",1988,"戦後の混乱期、「女性のための雑誌」を作りたいとの夢を抱く結城暢子（のぶこ）。物資不足や女性の社会進出の難しさなど苦戦を強いられるが、出版社の同僚で後に夫となる武野博史など周囲の人々の励ましと自らの情熱","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010349_00000",1988-04-04T08:15:00,1,0
"D0009010350_00000","連続テレビ小説　純ちゃんの応援歌","第１回",1988,"戦後の関西を舞台に、弟思いで野球の大好きな明るく快活な小野純子は、父の死後、一家の大黒柱として弟たちを支える。結婚後は、甲子園球場近くに旅館を開業し「高校球児の母」と呼ばれる女将（おかみ）として活躍。","連続テレビ小説","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010350_00000",1988-10-03T08:15:00,1,0
"D0009010351_00000","大河ドラマ　武田信玄","１　父と子","1987-1988","国のために骨肉の情を断ち、組織力と統率力をもって信長・家康をも震撼させた武田信玄の生き様を、重厚かつ鮮烈に描いた。大合戦シーンと豪華俳優陣の戦国絵巻は人気を呼び、エンディングの「今宵はここまでに……」","大河ドラマ","program",0,3,,"https://www2.nhk.or.jp/archives/tv60bin/detail/index.cgi?das_id=D0009010351_00000",1988-01-10T19:20:00,2,0
